name,brand,url,cluster,aura_confidence,aura_sensuality,aura_formality,aura_intensity,aura_uniqueness,aura_approachability,aura_maturity,aura_extroversion,performance,longevity,sillage,uniqueness_idf,dominant_accord_1,dominant_accord_2,dominant_accord_3
Adeeb Lattafa Perfumes for women and men,women,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Adeeb-74053.html,Woody-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.853445911830635,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6365000000000001,0.662,0.611,0.27735978919224474,warm spicy,woody,aromatic
Afeef Lattafa Perfumes for women and men,women,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Afeef-100126.html,Sweet-Gourmand,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.8328278925436773,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6275,0.649,0.606,0.3201941151397909,white floral,sweet,woody
Afkaar Lattafa Perfumes for women and men,women,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Afkaar-107723.html,Spicy-Oriental,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.6860472522904691,0.80251008160767,0.8193561693776197,0.8306854101446361,0.7005,0.719,0.682,0.2444270148578849,woody,warm spicy,citrus
Al Awsaaf Lattafa Perfumes for women and men,women,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Al-Awsaaf-89895.html,Spicy-Oriental,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.809030486063179,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6579999999999999,0.704,0.612,0.2568973816285321,warm spicy,amber,aromatic
Al Azal Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Al-Azal-99766.html,Woody-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.866654141355716,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5905,0.607,0.5740000000000001,0.26293186747050795,woody,leather,warm spicy
Confidential Platinum Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Confidential-Platinum-78549.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.5018593749284501,0.80251008160767,0.8193561693776197,0.8306854101446361,0.49,0.491,0.48900000000000005,0.22004878301504036,citrus,fresh spicy,aromatic
Lail Maleki Moroccan Blue Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Lail-Maleki-Moroccan-Blue-107705.html,Spicy-Oriental,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.7006970399325029,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5930000000000001,0.5980000000000001,0.5880000000000001,0.24526353027591155,citrus,warm spicy,woody
Oud Mood Silver Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Oud-Mood-Silver-72718.html,Woody-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.8857294274686994,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6965000000000001,0.7280000000000001,0.665,0.30298400112831225,rose,woody,musky
Oudain Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Oudain-78381.html,Woody-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.5538261089195657,0.80251008160767,0.8193561693776197,0.8306854101446361,0.752,0.773,0.731,0.22162072570953217,woody,warm spicy,vanilla
Qaa'ed Al Shabaab Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Qaa-ed-Al-Shabaab-70246.html,Dark-Oriental,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.9241194153381729,0.2930285616470644,0.8193561693776197,0.8306854101446361,0.748,0.786,0.7100000000000001,0.3672620234872905,leather,oud,animalic
Qaa'ed Intense Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Qaa-ed-Intense-90438.html,Spicy-Oriental,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.8986686478092977,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6559999999999999,0.705,0.607,0.34893567936939995,amber,warm spicy,sweet
Qimmah for Men Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Qimmah-for-Men-82792.html,Barbershop,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.7277231273264634,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5175000000000001,0.532,0.503,0.2601803424588536,aromatic,woody,lavender
Rave Pure Desire Intense Man Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Rave-Pure-Desire-Intense-Man-113830.html,Sweet-Gourmand,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.4956074642912809,0.80251008160767,0.8193561693776197,0.8306854101446361,0.7,0.7200000000000001,0.6799999999999999,0.2463169594739,fruity,citrus,fresh spicy
Rave Royal Supreme Conquer Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Rave-Royal-Supreme-Conquer-100138.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.5158983899617751,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5005000000000001,0.47700000000000004,0.524,0.25228946153082693,citrus,oud,fresh spicy
Sheikh Shuyukh Final Edition Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Sheikh-Shuyukh-Final-Edition-78548.html,Barbershop,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.595473408198563,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5655,0.6000000000000001,0.5309999999999999,0.2336144561050786,citrus,aromatic,fresh spicy
Sherif Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Sherif-114332.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.6389505168899241,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5745,0.5860000000000001,0.5630000000000001,0.23976236890707237,woody,citrus,powdery
Suqraat Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Suqraat-75471.html,Barbershop,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.5780213724507833,0.80251008160767,0.8193561693776197,0.8306854101446361,0.491,0.494,0.48800000000000004,0.2426771538216575,fresh spicy,citrus,powdery
The Kingdom For Men Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/The-Kingdom-For-Men-97995.html,Sweet-Gourmand,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.6886046236430163,0.80251008160767,0.8193561693776197,0.8306854101446361,0.696,0.714,0.678,0.27489805577937715,vanilla,aromatic,sweet
Yaqeen Asdaaf Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Yaqeen-Asdaaf-102331.html,Sweet-Gourmand,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.8286249560473518,0.80251008160767,0.8193561693776197,0.8306854101446361,0.554,0.542,0.566,0.2892322189791956,citrus,yellow floral,woody
Asad Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Asad-72821.html,Spicy-Oriental,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.7638447746068794,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6695,0.6960000000000001,0.643,0.2563235441049393,amber,fresh spicy,woody
Asad Bourbon Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Asad-Bourbon-101124.html,Barbershop,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.794848401910395,0.80251008160767,0.8193561693776197,0.8306854101446361,0.653,0.682,0.6240000000000001,0.2839848023316817,vanilla,cacao,sweet
Asad Elixir Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Asad-Elixir-117616.html,Spicy-Oriental,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.7408152128371511,0.80251008160767,0.8193561693776197,0.8306854101446361,0.677,0.713,0.641,0.2656290273701662,amber,woody,tobacco
Asad Zanzibar Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Asad-Zanzibar-90713.html,Barbershop,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.8990154169408338,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6065,0.644,0.5690000000000001,0.3158347962266765,vanilla,iris,powdery
Asad Zanzibar Limited Edition Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Asad-Zanzibar-Limited-Edition-122722.html,Barbershop,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.9041889645419532,0.80251008160767,0.8193561693776197,0.8306854101446361,0.639,0.613,0.6649999999999999,0.3283404071396058,aromatic,marine,woody
His Confession Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/His-Confession-96866.html,Barbershop,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.767690964525553,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5905,0.634,0.547,0.27285557242611486,amber,vanilla,warm spicy
Fakhar Black Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Fakhar-Black-70465.html,Green-Fresh,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.5617001682510547,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5405,0.554,0.527,0.2244894496793457,aromatic,fresh spicy,woody
Fakhar Extrait Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Fakhar-Extrait-85092.html,Spicy-Oriental,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.9060767805609833,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6415,0.665,0.618,0.31962220092684546,amber,tuberose,white floral
Habik For Men Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Habik-For-Men-110353.html,Barbershop,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.6271072356289582,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6245,0.643,0.6060000000000001,0.23236428548399338,warm spicy,aromatic,fresh spicy
Khamrah Dukhan Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Khamrah-Dukhan-104529.html,Spicy-Oriental,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.7248986579199542,0.80251008160767,0.8193561693776197,0.8306854101446361,0.7565,0.7789999999999999,0.7340000000000001,0.2952813674112508,amber,warm spicy,sweet
Al Ameed Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Al-Ameed-82471.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.8525462161343423,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5485,0.577,0.52,0.2924151618285204,leather,fruity,aromatic
Art of Arabia I Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Art-of-Arabia-I-92423.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.4435567760393825,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5425,0.558,0.527,0.20490895248631935,fresh spicy,green,citrus
Pisa Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Pisa-99140.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.3193875890073477,0.80251008160767,0.8193561693776197,0.8306854101446361,0.558,0.579,0.537,0.1786342687329975,citrus,woody,amber
Tharwah Silver Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Tharwah-Silver-82005.html,Woody-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.4232489477964701,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5820000000000001,0.605,0.559,0.21119049926900263,aromatic,green,fresh spicy
Maahir Legacy Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Maahir-Legacy-82727.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.5030737134160922,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5475000000000001,0.562,0.533,0.20393489130698994,aromatic,fresh spicy,citrus
Najdia Intense Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Najdia-Intense-100128.html,Barbershop,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.6577918066846836,0.80251008160767,0.8193561693776197,0.8306854101446361,0.622,0.658,0.586,0.24552021508127567,fruity,aromatic,sweet
Raghba For Men Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Raghba-For-Men-25820.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.7990850796062935,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5305,0.533,0.528,0.28049251006261705,citrus,woody,powdery
Raghba Wood Intense Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Raghba-Wood-Intense-28713.html,Sweet-Gourmand,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.8969788938826028,0.80251008160767,0.8193561693776197,0.8306854101446361,0.7484999999999999,0.776,0.721,0.3291590949251368,woody,amber,sweet
Shabaabi Lattafa Perfumes for men,Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Shabaabi-78552.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.664532066537862,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6725,0.587,0.758,0.284560847234005,floral,woody,citrus
Jules Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Jules-1243.html,Woody-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.7268529524215583,0.80251008160767,0.8193561693776197,0.8306854101446361,0.671,0.6759999999999999,0.666,0.25878797180257657,aromatic,fresh spicy,woody
Jules (2016) Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Jules-2016-40736.html,Green-Fresh,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.7353656586421161,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6865,0.6920000000000001,0.6809999999999999,0.2868965005293611,green,fresh,woody
Dior Homme Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-13015.html,Barbershop,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.9209920758295254,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6120000000000001,0.654,0.5700000000000001,0.32162840623301164,iris,cacao,powdery
Dior Homme 2005 Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-2005-230.html,Barbershop,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.9241194153381729,0.80251008160767,0.8193561693776197,0.8306854101446361,0.632,0.648,0.616,0.31204327837757895,iris,warm spicy,aromatic
Dior Homme 2020 Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-2020-58714.html,Woody-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.3750360663281574,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5865,0.635,0.538,0.19646254540034827,woody,musky,aromatic
Dior Homme Cologne Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Cologne-1770.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.785592077971909,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5715000000000001,0.557,0.5860000000000001,0.2583574561649469,citrus,aromatic,iris
Dior Homme Cologne 2013 Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Cologne-2013-17256.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.42582469889893204,0.80251008160767,0.8193561693776197,0.8306854101446361,0.491,0.502,0.48000000000000004,0.2260839467330404,citrus,white floral,fresh spicy
Dior Homme Cologne 2022 Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Cologne-2022-72062.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.42921769122548387,0.80251008160767,0.8193561693776197,0.8306854101446361,0.4365,0.44899999999999995,0.424,0.22580204923506644,citrus,musky,fresh spicy
Dior Homme Eau for Men Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Eau-for-Men-22860.html,Powdery-Iris,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.795771972084675,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6200000000000001,0.668,0.5720000000000001,0.2644495807099819,iris,citrus,powdery
Dior Homme Intense 2007 Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Intense-2007-1771.html,Powdery-Iris,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.7877921870168042,0.80251008160767,0.8193561693776197,0.8306854101446361,0.7795,0.819,0.74,0.2873631199103683,powdery,iris,vanilla
Dior Homme Intense 2011 Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Intense-2011-13016.html,Barbershop,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.8206491427829677,0.80251008160767,0.8193561693776197,0.8306854101446361,0.7010000000000001,0.74,0.662,0.3001070023905662,iris,woody,powdery
Dior Homme Intense 2025 Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Intense-2025-101596.html,Powdery-Iris,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.7846074431912821,0.80251008160767,0.8193561693776197,0.8306854101446361,0.58,0.609,0.5509999999999999,0.3189738917660459,iris,woody,powdery
Dior Homme Original Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Original-69010.html,Woody-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.7939820992324507,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5305,0.559,0.502,0.2713436079208183,iris,aromatic,earthy
Dior Homme Parfum Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Parfum-27417.html,Powdery-Iris,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.9241194153381729,0.80251008160767,0.8193561693776197,0.8306854101446361,0.8025,0.851,0.754,0.34726316573140054,iris,woody,powdery
Dior Homme Parfum 2025 Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Parfum-2025-101016.html,Powdery-Iris,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.8357983951931893,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5635,0.597,0.53,0.2755412922080002,amber,woody,earthy
Dior Homme Sport Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Sport-4033.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.31317944839234535,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6015000000000001,0.6070000000000001,0.5960000000000001,0.17689174322757245,citrus,fresh spicy,aromatic
Dior Homme Sport 2012 Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Sport-2012-14719.html,Blue-Fresh,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.5824772426441068,0.80251008160767,0.8193561693776197,0.8306854101446361,0.582,0.586,0.578,0.26270135723727306,citrus,iris,fresh
Dior Homme Sport 2017 Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Sport-2017-42974.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.30970372311497346,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5585,0.575,0.542,0.18017551216663805,citrus,fresh spicy,aromatic
Dior Homme Sport 2021 Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Sport-2021-71326.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.5381428482711381,0.80251008160767,0.8193561693776197,0.8306854101446361,0.621,0.677,0.5650000000000001,0.24014686323550774,citrus,aromatic,woody
Dior Homme Sport Very Cool Spray Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Sport-Very-Cool-Spray-48208.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.3085429936434971,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6285000000000001,0.626,0.631,0.17497031443683536,citrus,fresh spicy,aromatic
Dior Homme Voyage Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Voyage-6017.html,Spicy-Oriental,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.8569346841169059,0.80251008160767,0.8193561693776197,0.8306854101446361,0.645,0.663,0.627,0.28833655909342765,warm spicy,aromatic,cacao
Dune Pour Homme Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Dune-Pour-Homme-235.html,Sweet-Gourmand,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.6049846192697257,0.80251008160767,0.8193561693776197,0.8306854101446361,0.5485,0.5519999999999999,0.5449999999999999,0.25304933498497223,woody,green,aromatic
Eau Sauvage Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-231.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.5277522918869936,0.80251008160767,0.8193561693776197,0.8306854101446361,0.47650000000000003,0.47400000000000003,0.47900000000000004,0.22333795876829812,aromatic,citrus,fresh spicy
Eau Sauvage Cologne Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-Cologne-30854.html,Citrus-Aromatic,0.8315622415746484,0.7960064311181498,0.840168373075544,0.8565707547161872,0.3296293798148577,0.80251008160767,0.8193561693776197,0.8306854101446361,0.556,0.585,0.527,0.17882992751295126,citrus,aromatic,green
Eau Sauvage Extreme Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-Extreme-232.html,Barbershop,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.5657181674306472,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6495,0.671,0.628,0.22770437938038893,aromatic,fresh spicy,citrus
Eau Sauvage Extreme 2010 Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-Extreme-2010-72771.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.5238839694084817,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6005,0.637,0.5640000000000001,0.21857992725066136,aromatic,citrus,fresh spicy
Eau Sauvage Fraicheur Cuir Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-Fraicheur-Cuir-1242.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.7960997755954087,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6105,0.578,0.643,0.258731367368883,citrus,leather,amber
Eau Sauvage Parfum Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-Parfum-14811.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.6399317049394114,0.80251008160767,0.8193561693776197,0.8306854101446361,0.758,0.797,0.719,0.21264878011910135,aromatic,amber,citrus
Eau Sauvage Parfum 2017 Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-Parfum-2017-43977.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.5962832846494296,0.80251008160767,0.8193561693776197,0.8306854101446361,0.7095,0.742,0.677,0.24805873353065053,aromatic,citrus,fresh spicy
Aqua Fahrenheit Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Aqua-Fahrenheit-11388.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.7921560182445603,0.80251008160767,0.8193561693776197,0.8306854101446361,0.677,0.7050000000000001,0.649,0.24995062184690262,citrus,aromatic,fresh spicy
Fahrenheit Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Fahrenheit-228.html,Woody-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.8535966400120719,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6915,0.6980000000000001,0.685,0.28392450364399185,leather,woody,ozonic
Fahrenheit 0 Degree Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Fahrenheit-0-Degree-2609.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.7897585579671859,0.80251008160767,0.8193561693776197,0.8306854101446361,0.622,0.587,0.657,0.2592283053913942,citrus,woody,powdery
Fahrenheit 32 Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Fahrenheit-32-987.html,Sweet-Gourmand,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.7098933628751086,0.80251008160767,0.8193561693776197,0.8306854101446361,0.7010000000000001,0.721,0.681,0.2905792354450808,vanilla,white floral,sweet
Fahrenheit Absolute Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Fahrenheit-Absolute-6555.html,Spicy-Oriental,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.85849015500286,0.7041713216861252,0.8193561693776197,0.8306854101446361,0.6885000000000001,0.7130000000000001,0.664,0.33345134675896354,amber,balsamic,smoky
Fahrenheit Le Parfum Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Fahrenheit-Le-Parfum-23099.html,Sweet-Gourmand,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.9022989249435854,0.80251008160767,0.8193561693776197,0.8306854101446361,0.738,0.765,0.7110000000000001,0.3521645125801039,vanilla,ozonic,soft spicy
Fahrenheit Summer Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Fahrenheit-Summer-229.html,Spicy-Oriental,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.6291222862961162,0.80251008160767,0.8193561693776197,0.8306854101446361,0.6405000000000001,0.6170000000000001,0.664,0.25691197582005804,woody,citrus,powdery
Fahrenheit Summer 2006 Dior for men,Dior,https://www.fragrantica.com/perfume/Dior/Fahrenheit-Summer-2006-2610.html,Citrus-Aromatic,0.8315622415746484,0.8036821267816001,0.840168373075544,0.8565707547161872,0.5199241661804455,0.80251008160767,0.8193561693776197,0.8306854101446361,0.489,0.42900000000000005,0.5489999999999999,0.21166063522169082,citrus,woody,patchouli
